@id,accessibility,amenity,boundary_type:Ward_boundary,building:levels,building:material,building:roof,contact:address,contact:phone,education:curriculum,education:exam_center,education:extra_drama,education:extra_music,education:extra_scouts,education:extra_sports,education:fees,education:gender_type,education:government_registered,education:management_committee,education:program_counselling,education:program_feeding,education:program_sanitary_towel,education:pta,education:students,education:teachers,education:teachers_female,education:teachers_male,education:teachers_trained,education:tsc_employed,education:type,electricity:operational_status,image:classroom,image:compound,image:other,image:outside,is_in:constituency,is_in:estate,is_in:ward,name,official_name,operational_status:electricity,operator:name,operator:type,place:village,polling_station:accessibility,polling_station:election_year,polling_station:nearest_health_centre,polling_station:nearest_police_station,polling_station:registered_voters,polling_station:source,polling_station:type_description,toilet:present,lon,lat,contact:email,education:fees_level4,education:fees_level5,education:program_orphans,education:student_age_range,education:students_female,education:students_male,opening_hours,education:boarding,education:fees_level1,education:fees_level2,education:fees_level3,education:program_counseling,education:program_other,education:program_special_needs,education:program_sports,education:staff_female,education:staff_male,media:video_device_number,media:video_number,operational_status,education:fees_optional,education:school_head,image,is_in:village,operator:description,polling_station:type,education:description,education:fees_sponsored,source,education:exam_affiliate,education:teachers_untrained,education:fees_level6,media:camera_device_number,media:camera_number,education:program_scouting,education:program_description,education:extra_other,education:student_female,education:student_male,education:program_computers,description,station:type_description,education:teachers_tsc,designation,security:gbv_support,toilet:arranged_name,education:program_specialneeds,boundary_type:Constituency_boundary,polling_station:election_year_2,registered_voters,building,fee,operational_status_2,education:fee,toilets:for:female,toilets:for:male,toilets:for:teacher,toilets:handwashing,education:bom_employed,education:male,toilets,education:committees,health_facility:referals,medical_service:psychosocial_support_counselling,medical_staff:counsellor,medical_staff:description,note,contact:website,addr:postcode,education:fee_level,website,operator,education:accessibility,education:management_commitee,education:program_WASH,education:program_handwashing,education:program_rain,education:student_disable,safe_place:acessible,safe_place:compound,safe_place:protected/secure,safe_place:school,security:description,social_facility,education:nemis_code,image:sign_post,toilet:female,toilet:handwashing,toilet:male,toilet:teachers,water:source,Music,building:classrooms,education:fees_admission,education:fees_exam,education:fees_lunch,education:fees_per_year,education:fees_trip,education:government_grants,education:operate_as,toilets:female,toilets:male,toilets:teachers
node/775535480,small_cars,school,,1,cement_block,ironsheets,P.O Box 30434,0733289690,8_4_4,yes,yes,yes,yes,yes,,mixed,mgcsd,yes,yes,yes,yes,yes,434,10,3,7,,,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Establishment.JPG,"https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Stara%20Rescue%20Center%20School/Sign%20,%20Gate.JPG",,,,Stara Rescue Centre School,,always,,ngo,Karanja,,,,,,,,yes,36.7858678,-1.3118512,josmumo@yahoo.com,,,yes,,256,178,06:00-18:00,,,,,yes,,,yes,2,2,,,operational,,,,,,,,yes,,,4,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/890550409,small_cars,school,,0,mud,ironsheets,,,8_4_4,,,,,,1800,mixed,mgcsd,yes,,fees,,,150,10,7,3,7,,primary,often,,,,,,,,Slum Outreach,,sometimes,Slum Outreach Church,religious,Mashimoni,,,,,,,,yes,36.7914163,-1.3111486,,,,yes,3-14yrs,30,20,Mo-Fr 07:00-17:00,,,,,yes,,,yes,2,,8,9,operational,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/890550499,foot,school,,1,ironsheets,ironsheets,"P O Box 34712 - 00100, Nairobi",0710745432,8_4_4,yes,,,,,4050,mixed,mgcsd,yes,yes,no,yes,yes,440,6,4,2,0,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/class%201.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/teacher.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Anwa%20Juniour%20Academy/gate.JPG,,,,Anwar Junior Academy,ANWARJUNOIR ACADEMY,,Anwar Junior Academy,cbo,Lindi,,,,,,,,arranged,36.7934488,-1.3144191,anwajuniour@yahoo.com,,,,,230,210,Mo-Fr 07:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/890550513,big_vehicles,school,,0,concrete,ironsheets,"P O Box 43649-00100, Nairobi",0726986776/0721398491,8_4_4,yes,yes,yes,yes,yes,0,mixed,mgcsd,,,sponsored,,,73,5,5,0,5,0,pre_primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/Compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/other.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/St%20Vincent%20Depaul%20Nursery%20School/outside.JPG,,,,St Vincent De Paul Nursery School,,sometimes,St Vincent De Paul,private,Olympic,,,,,,,,yes,36.7773927,-1.3141151,lucykayiwa@yahoo.com,,,yes,3-6yrs,34,39,07:30-16:30,,,,,yes,,yes,,2,1,,,operational,,Edwin Ariz,,,,,,yes,Map Kibera Trust,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,School is run by the Board of governors,"Lea toto,PAG,KICOSHEP,Huduma",yes,1,Teachers 3.,SCHOOL/CBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/890550597,foot,school,,0,mud,ironsheets,,,8_4_4,,,,,,,mixed,mgcsd,,,other,,yes,50,2,2,0,2,,pre_primary,often,,,,,,,,Better Life Center,,sometimes,Better Life Ministry,religious,Lindi,,,,,,,,yes,36.791904,-1.3127555,,,,yes,3-7yrs,30,20,Mo-Fr 08:00-15:00,,,,,,,,,3,1,8,3,operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/890550633,,school,,0,cement_block,ironsheets,"P O Box 41494-00100, Nairobi",072160607/0716439429,8_4_4,,yes,yes,yes,yes,13500,mixed,mgcsd,yes,yes,yes,,yes,16,2,2,0,2,0,primary,always,,,,,,,,Kibera Day ECD,,always,,religious,Karanja,,,,,,,,yes,36.7823167,-1.3114978,kibranuersery@gmail.com,,,yes,2.5-6yrs,9,7,08:00-15:00,,,,,,,,yes,3,1,,,operational,,Khltuma Ismail,,,,,,,Map Kibera Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/890550666,big_vehicles,school,,0,cement_block,ironsheets,"P O Box 76228-00508, Nairobi",0721707652,8_4_4,yes,no,no,yes,yes,600,mixed,moe,yes,yes,feed_the_child,no,yes,720,10,7,3,10,"10,PTA Male 3,Female 3",primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Raila%20Education%20Center/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Raila%20Education%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Raila%20Education%20Center/sign%20post.JPG,,,,Raila Educational Centre,RAILA EDUCATIONAL CENTER-PRIMARY,always,Government,government,Karanja,,,,,2877,,government,yes,36.7834789,-1.3125775,,,,yes,7-14yrs,369,351,08:00-17:00,,,,,,,yes,yes,2,3,,,operational,,Eunice J Onyano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1015625631,big_vehicles,school,,1,ironsheets,ironsheets,"P O Box 42123-00100, Nairobi",0729750576,8_4_4,,,yes,,yes,12800,mixed,APBET,yes,yes,sponsored,,yes,86,4,4,0,,0,pre_primary,sometimes,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Inua%20mimi%20Rescue%20Centre/Class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Inua%20mimi%20Rescue%20Centre/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Inua%20mimi%20Rescue%20Centre/outside.JPG,,,,Inua Mimi Rescue Centre,,,,private,Olympic,,,,,,,,outside_public,36.777398,-1.3131336,inuamimi.rescuecentre@gmail.com,,,,,45,41,,,,,,,,yes,,,,,,,,Paschalia Nduku,,,Paschalia Nduku,,,,Map Kibera Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1249726679,foot,school,,1,ironsheets,ironsheets,P 0 Box 12967,0722859882,8_4_4,,,,,,,mixed,mgcsd,yes,yes,,,,110,4,4,,3,,pre_primary,often,,,,,,,,Egesa Children Centre,,,IRCC,cbo,Makina,,,,,,,,yes,36.7896016,-1.3067801,www.egesachildrencentre.org,,,,,48,62,,,2100 per term,2100 per term,2100 per term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1712435882,,school,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,pre_primary,,,,,,,,,Palm Olive Academy,,,,private,Olympic,,,,,,,,,36.7804405,-1.3137374,,,,,,,,,,,,,,,,,,,,,,,,,,No information was given,,,,Map Kibera Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1763898747,big_vehicles,school,,2,cement_block,concrete,P.O Box 8303-00200,0732058126,montesori,yes,yes,yes,yes,yes,,girls_only,,yes,yes,yes,yes,yes,177,27,25,2,23,,primary,always,,,,,,,,Kibera School For Girls,,,Shining Hope For Communities,ngo,Gatwekera,,,,,,,,yes,36.7861025,-1.3156641,,,,,,177,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,http://www.shininghopeforcommunities.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1768443464,small_cars,school,,ground,ironsheets,ironsheets,"P O Box 43691 00100, Nairobi",0723555085,8_4_4,no,yes,,,yes,21000,mixed,mgcsd,yes,yes,yes,,yes,198,10,1,9,,,secondary,never,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/New%20Horizon%20High%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/New%20Horizon%20High%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/New%20Horizon%20High%20School/team.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/New%20Horizon%20High%20School/sign%20post.JPG,,,,New HorizonHigh School,,,New Horizons,cbo,Laini Saba,,,,,,,,yes,36.7919262,-1.3112809,newhorizonsschool4@gmail.com,,,,,110,88,,,,,,,,,,,,,,,,,,,,,,,,PCEA Silanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1771323210,foot,school,,0,mud,ironsheets,"P O Box 875 - 00100,Nairobi",0710409667,8_4_4,,,,,yes,3150,mixed,mgcsd,yes,yes,fees,,yes,235,9,5,4,2,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Akili%20Complex%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/ACK%20Emmanuel%20Perish/compound%20(2).JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Akili%20Complex%20School/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Akili%20Complex%20School/sign%20post.JPG,,,,Akili Complex,AKILI COMPLEX PRI SCH,,Akili S H G,cbo,Mashimoni,,,,,,,,yes,36.7921726,-1.311317,,,,,,89,84,,,,,,,,,,,,,,,exam_100_term,,,,,,,,,St Juliet educational centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1771323212,foot,school,,1,ironsheets,ironsheets,"P O Box 35874 - 00200, Nairobi",0725129446,8_4_4,,yes,yes,yes,yes,3600,mixed,mgcsd,yes,yes,fees,yes,yes,320,14,8,6,7,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Changing%20Times%20Ministries%20Primary%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Changing%20Times%20Ministries%20Primary%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Changing%20Times%20Ministries%20Primary%20School/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Changing%20Times%20Ministries%20Primary%20School/sign%20post.JPG,,,,Changing Times Primary School,,,Changing Times Centre,religious,Mashimoni,,,,,,,,yes,36.7925622,-1.3126956,changingtimesc44@gmail.com,,,,,202,108,,,,,,,,,,,,,,,exam_100_term,,,,,,,,,Calvery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1771323214,foot,school,,1,ironsheets,ironsheets,"P O Box 13929 - 00100, Nairobi",0724993226,8_4_4,,,,,,2700,mixed,mgcsd,yes,yes,fees,,,55,3,2,1,2,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kigulu%20HIV%20AIDs%20Orhanage%20Home/classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kigulu%20HIV%20AIDs%20Orhanage%20Home/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Kigulu%20HIV%20AIDs%20Orhanage%20Home/outside.JPG,,,,Kingulu Primary School,,,Kigulu HIV/AIDS Orphans Centre,ngo,Mashimoni,,,,,,,,yes,36.7926279,-1.3123011,,,,,,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1771323215,small_cars,school,,1,ironsheets,ironsheets,,072329833,8_4_4,yes,,,,,,mixed,mgcsd,,yes,fees,yes,,269,11,9,3,11,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Love%20Africa%20Somi%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Love%20Africa%20Somi%20School/building.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Love%20Africa%20Somi%20School/gate.JPG,,,,Love Africa Somi School,,,Slumcare Church,religious,Mashimoni,,,,,,,,yes,36.791596,-1.3111572,,4500,6300,,,,,,,,,,,,,,,,,,,exam_150_term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1864056792,big_vehicles,school,,1,cement_block,ironsheets,"P O Box 25796-00100, Nairobi",0202303472,8_4_4,yes,yes,yes,yes,yes,40000,mixed,moe,,,fees,yes,,259,12,6,6,12,12,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Little%20prince%20primary%20School/Class.jpg,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Angels%20of%20Hope%20Kibera/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/Little%20prince%20primary%20School/outside.jpg,,,,Little Prince Primary School,LITTLE PRINCE PRI SCH.,,Arch Diosis of Nairobi,religious,Fort Jesus,,,,,,,,yes,36.7798548,-1.3079961,littleprinceschool@gmail.com,,,,,134,125,,,,,,,,,,,,,,,,Antony Maina,,,,,,,Map Kibera Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,School is run by Executive Comitees,,,,,,,"00618-759,Nairobi,Kenya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1875796682,big_vehicles,school,,,,,,,,,,,,,,mixed,,,,,,,,,,,,,vocational,,,,,,,,,Nairobi Training Centre,,,,,Woodley,,,,,,,,,36.7766099,-1.3065495,,,,,,,,,,,,,,,,,,,,,,,,,,No information was given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1875796685,big_vehicles,school,yes,1,cement_block,asbestos,"P.O BOx 21625-00505, Ngong Road",,8_4_4,yes,yes,yes,yes,yes,Free education,mixed,moe,yes,yes,feed_the_child,yes,yes,954,21,17,4,,21,primary,always,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Toi%20Primary/classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Toi%20Primary/Compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Schools%20Steve/Toi%20Primary/outside.JPG,kibra,Woodley,Woodley,Toi Primary School,,,,government,,,2013,Joseph kang'ethe health centre,Kilimani,"3,312",,public_school,yes,36.7811105,-1.3060364,mkaomnga@gmail.com,,,,,448,506,,,,,,,,yes,,,,,,,400 for food,,,,,,,,map_kibera_trust,,,,,,,,"Clubs: Chill, debating.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2064571554,big_vehicles,school,yes,0,cement_block,ironsheets,"P O Box 42123-00100, Nairobi",0723911041,8_4_4,yes,yes,yes,yes,yes,"12,600",mixed,mgcsd,yes,yes,fees,,yes,74,1,0,1,1,0,primary,always,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/KAG%20Olympic%20Educational%20Center/compound.JPG,,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Jacob/KAG%20Olympic%20Educational%20Center/sign%20post.JPG,Kibra,Olympic,Sarangombe,KAG Olympic Education Centre,,sometimes,Kenya Assemblies of God Church,religious,Olympic,big_cars,2013,Msf,Administation police olympic,"3,292",map_kibera_trust,social_ground/church/school,yes,36.7778488,-1.3147084,,,,,,34,40,,,,,,,,,,,,,,,,,,Olympic,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2064571555,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,Lang'ata,Raila,Mugumoini,St Charles Lwanga School,ST CHARLES LWANGA SEC SCH,always,,,,,2013,Lang'ata health centre,Cheif Mugumoini,"2,422",map_kibera_trust,Its a private school,,36.7812866,-1.3177951,,,,,,,,,,,,,,,,,,,,,,,,,Raila,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2105331260,foot,school,,0,ironsheets,ironsheets,,0700 326 565,8_4_4,,,,,,2700,mixed,mgcsd,,,,,,86,2,2,,1,,pre_primary,often,,,,,,,,Kwa Njeri Nursery_Closed,,always,Mama Njeri,private,Soweto East,,,,,,,,no,36.8012513,-1.3155094,,,,yes,6months-4yrs,50,36,Mo-Fr 07:00-16:00,,,,,,,,,1,,,,operational,,,,,,,,,,,1,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2115330631,big_vehicles,school,yes,0,concrete,ironsheets,"P O Box 43687 - 00100, Nairobi",0721246109,8_4_4,yes,yes,yes,yes,yes,,mixed,moe,yes,yes,fees,yes,yes,1099,30,28,2,30,30,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Mbagathi%20Road%20Primary%20School/classroom.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Mbagathi%20Road%20Primary%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Mbagathi%20Road%20Primary%20School/other.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Mbagathi%20Road%20Primary%20School/outside.JPG,Kibra,Golfcourse,Woodley/Golfcourse/Kenyatta,Mbagathi Road Primary.,MBAGATHI ROAD PRIMARY SCHOOL,often,Government,government,Ngumo,"motor_bikes,small_cars,big_cars.tractors",2013,Mbagathi hospital,Kenyatta police post,"4,086",map_kibera_trust,Its a public school,yes,36.8014763,-1.3087658,reginahmuia@gmail.com,,,,,567,532,,,,,,,,,,,,,,,,Reginah muia,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2847951200,small_cars,school,,1,ironsheets,ironsheets,"P O Box 66958 00200, Nairobi",0723987716,8_4_4,yes,yes,yes,yes,yes,4500,mixed,moe,yes,yes,sponsored,yes,yes,540,17,10,7,11,,primary,often,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Primary%20School/class.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Primary%20School/compound.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Primary%20School/building.JPG,https://0079f04f78208eb6dbf00f4be735c0a32d71c3ad.googledrive.com/host/0B8cIVKWxH2-6Ynk0MDZJUnNpdUU/Joshua/Schools/Glory%20Primary%20School/gate.JPG,,,,Glory Primary School,GLORY PRI. SCH,,Glory Church,religious,Laini Saba,,,,,,,,yes,36.7962811,-1.3113372,wilsonaluda@gmail.com,,,,,296,244,,,,,,,,,,,,,,,tuition 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2923089741,foot,school,,1,mud,ironsheets,P O Box 4669-00100 Nairobi,0722882915,8_4_4,,,yes,yes,yes,5400,mixed,,yes,yes,yes,yes,yes,286,12,7,5,5,,primary,often,,,,,,,,Lindi Friends School Kibera,,,Lindi Friends Church,religious,Lindi,,,,,,,,yes,36.7909774,-1.3144999,friendsschlkibera@gmail.com,,,,,157,129,,,,,,,,,,,,,,,exam_100_term,Maurice aluso,,,,,,,,M.O.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
